TicketID,Status,Created_At,Region_Cluster,Item_Code,Type_Of_Tickets
NHC-MOH-536464,reopened,2024-01-21 10:20,Al Ahsa Health Cluster,545024085,Out of stock
NHC-NUP-536444,opened,2024-01-21 09:51,Asir Health Affairs,995801030,Near out of stock
NHC-MOH-536429,reopened,2024-01-21 09:09,Al Ahsa Health Cluster,546023120,Out of stock
NHC-NUP-536418,reopened,2024-01-21 08:58,Tabuk Health Cluster,788801295,Out of stock
NHC-NUP-536416,reopened,2024-01-21 08:57,Madinah Health Cluster,785030222,Expediting - NUPCO Care
NHC-NUP-536415,reopened,2024-01-21 08:17,Hail Health Cluster,785020869,Expediting - NUPCO Care
NHC-NUP-536403,reopened,2024-01-20 14:14,Makkah Health Cluster,191001036,Expediting - NUPCO Care
NHC-NUP-536401,opened,2024-01-20 14:13,Makkah Health Cluster,191000970,Expediting - NUPCO Care
NHC-NUP-536400,reopened,2024-01-20 14:11,Makkah Health Cluster,191000982,Expediting - NUPCO Care
NHC-NUP-536393,opened,2024-01-20 14:02,Makkah Health Cluster,191001115,Expediting - NUPCO Care
NHC-NUP-536391,opened,2024-01-20 13:59,Makkah Health Cluster,191000345,Expediting - NUPCO Care
NHC-NUP-536390,opened,2024-01-20 13:55,Makkah Health Cluster,191000460,Expediting - NUPCO Care
NHC-NUP-536388,opened,2024-01-20 13:53,Makkah Health Cluster,191000491,Expediting - NUPCO Care
NHC-NUP-536387,opened,2024-01-20 13:50,Makkah Health Cluster,191000492,Expediting - NUPCO Care
NHC-NUP-536386,opened,2024-01-20 13:49,Makkah Health Cluster,191000493,Expediting - NUPCO Care
NHC-NUP-536342,reopened,2024-01-18 14:59,Al Ahsa Health Cluster,780080295,Active Contracts
NHC-NUP-536340,reopened,2024-01-18 14:53,KSMC,128085471,Expediting - NUPCO Care
NHC-NUP-536338,reopened,2024-01-18 14:49,Al Ahsa Health Cluster,780080363,Active Contracts
NHC-NUP-536329,opened,2024-01-18 14:29,Bisha Health Affairs,138300171,Expediting - NUPCO Care
NHC-NUP-536327,opened,2024-01-18 14:27,Bisha Health Affairs,138250040,Expediting - NUPCO Care
NHC-NUP-536326,opened,2024-01-18 14:24,Bisha Health Affairs,138250012,Expediting - NUPCO Care
NHC-NUP-536312,reopened,2024-01-18 14:01,Asir Health Affairs,780240217,Near out of stock
NHC-NUP-536310,opened,2024-01-18 13:55,Hail Health Cluster,191010748,Expediting - NUPCO Care
NHC-NUP-536309,reopened,2024-01-18 13:53,Hail Health Cluster,785020734,Expediting - NUPCO Care
NHC-NUP-536308,opened,2024-01-18 13:52,KSMC,129990558,Expediting - NUPCO Care
NHC-NUP-536304,reopened,2024-01-18 13:44,Hail Health Cluster,788060557,Expediting - NUPCO Care
NHC-NUP-536300,reopened,2024-01-18 13:40,Hail Health Affairs,788060549,Expediting - NUPCO Care
NHC-NUP-536297,opened,2024-01-18 13:28,KSMC,133200062,Expediting - NUPCO Care
NHC-NUP-536293,opened,2024-01-18 12:59,KSMC,133990285,Expediting - NUPCO Care
NHC-NUP-536216,reopened,2024-01-18 12:27,Hail Health Cluster,128080255,Expediting - NUPCO Care
NHC-NUP-536215,reopened,2024-01-18 12:18,Jeddah First Health Cluster,124990044,Expediting - NUPCO Care
NHC-NUP-536212,opened,2024-01-18 12:12,Hail Health Cluster,128080379,Expediting - NUPCO Care
NHC-NUP-536207,opened,2024-01-18 12:00,Hail Health Cluster,133200375,Expediting - NUPCO Care
NHC-NUP-536206,reopened,2024-01-18 11:58,Hail Health Cluster,128080274,Expediting - NUPCO Care
NHC-NUP-536205,opened,2024-01-18 11:57,Hail Health Cluster,128080402,Expediting - NUPCO Care
NHC-NUP-536204,reopened,2024-01-18 11:51,Hail Health Cluster,128080403,Expediting - NUPCO Care
NHC-NUP-536203,reopened,2024-01-18 11:50,Hail Health Cluster,133200268,Expediting - NUPCO Care
NHC-NUP-536202,reopened,2024-01-18 11:48,Hail Health Cluster,133200276,Expediting - NUPCO Care
NHC-NUP-536197,opened,2024-01-18 11:43,Al Ahsa Health Cluster,540021496,Out of stock
NHC-NUP-536192,opened,2024-01-18 11:36,Hail Health Cluster,136560492,Expediting - NUPCO Care
NHC-MOH-536186,reopened,2024-01-18 11:28,Qunfotha Health Affairs,545024260,Near out of stock
NHC-NUP-536183,reopened,2024-01-18 11:25,Hail Health Cluster,545054595,Expediting - NUPCO Care
NHC-NUP-536173,reopened,2024-01-18 11:15,Al Ahsa Health Cluster,540074850,Active Contracts
NHC-NUP-536167,reopened,2024-01-18 11:09,Tabuk Health Cluster,545031379,Out of stock
NHC-NUP-536161,opened,2024-01-18 11:03,Asir Health Affairs,139000317,Out of stock
NHC-NUP-536154,opened,2024-01-18 10:56,Riyadh Second Health Cluster,145220003,Expediting - NUPCO Care
NHC-NUP-536140,opened,2024-01-18 10:50,Asir Health Affairs,139000313,Out of stock
NHC-NUP-536134,opened,2024-01-18 10:43,Asir Health Affairs,139000312,Out of stock
NHC-NUP-536130,opened,2024-01-18 10:38,Asir Health Affairs,139000311,Out of stock
NHC-NUP-536128,reopened,2024-01-18 10:35,Tabuk Health Cluster,545031370,Out of stock
NHC-NUP-536118,reopened,2024-01-18 10:20,Hail Health Cluster,545031548,Expediting - NUPCO Care
NHC-NUP-536112,opened,2024-01-18 10:17,Asir Health Affairs,139009133,Out of stock
NHC-NUP-536111,reopened,2024-01-18 10:15,Hail Health Cluster,545032550,Expediting - NUPCO Care
NHC-NUP-536110,reopened,2024-01-18 10:12,Hail Health Cluster,545034510,Expediting - NUPCO Care
NHC-NUP-536104,opened,2024-01-18 10:08,Asir Health Affairs,139000973,Out of stock
NHC-NUP-536100,opened,2024-01-18 10:06,Asir Health Affairs,139000822,Out of stock
NHC-NUP-536055,reopened,2024-01-18 09:49,Hail Health Cluster,545071926,Expediting - NUPCO Care
NHC-NUP-535946,reopened,2024-01-18 08:45,Madinah Health Cluster,550014335,Expediting - NUPCO Care
NHC-NUP-535889,reopened,2024-01-18 07:47,Riyadh Second Health Cluster,780240208,Expediting - NUPCO Care
NHC-NUP-535888,reopened,2024-01-18 07:47,Riyadh Second Health Cluster,780240257,Expediting - NUPCO Care
NHC-MOH-535881,reopened,2024-01-18 00:08,Asir Health Affairs,189110131,Out of stock
NHC-NUP-535878,opened,2024-01-17 22:10,Baha Health Affairs,545051789,Out of stock
NHC-NUP-535871,opened,2024-01-17 21:27,Baha Health Affairs,544101700,Out of stock
NHC-NUP-535870,reopened,2024-01-17 21:23,Baha Health Affairs,543014170,Out of stock
NHC-NUP-535868,reopened,2024-01-17 21:14,Baha Health Affairs,543011031,Out of stock
NHC-NUP-535866,reopened,2024-01-17 21:04,Baha Health Affairs,550014335,Out of stock
NHC-NUP-533537,opened,2024-01-17 15:55,Riyadh Second Health Cluster,128230306,Expediting - NUPCO Care
NHC-NUP-533533,reopened,2024-01-17 15:54,Riyadh Second Health Cluster,788060592,Expediting - NUPCO Care
NHC-NUP-533527,reopened,2024-01-17 15:52,Riyadh Second Health Cluster,788060593,Expediting - NUPCO Care
NHC-NUP-533525,opened,2024-01-17 15:51,Riyadh Second Health Cluster,133060373,Expediting - NUPCO Care
NHC-NUP-533521,opened,2024-01-17 15:48,Riyadh Second Health Cluster,190570025,Expediting - NUPCO Care
NHC-NUP-533519,opened,2024-01-17 15:45,Riyadh Second Health Cluster,548024446,Expediting - NUPCO Care
NHC-NUP-533515,reopened,2024-01-17 15:42,Riyadh Second Health Cluster,780120080,Expediting - NUPCO Care
NHC-NUP-533514,reopened,2024-01-17 15:41,Riyadh Second Health Cluster,786020100,Expediting - NUPCO Care
NHC-NUP-533510,opened,2024-01-17 15:23,Riyadh Second Health Cluster,780220199,Expediting - NUPCO Care
NHC-NUP-533509,reopened,2024-01-17 15:22,Riyadh Second Health Cluster,133060454,Expediting - NUPCO Care
NHC-NUP-533505,opened,2024-01-17 15:15,KSMC,133990289,Expediting - NUPCO Care
NHC-NUP-533504,reopened,2024-01-17 15:06,Riyadh Second Health Cluster,788010016,Expediting - NUPCO Care
NHC-NUP-533500,reopened,2024-01-17 15:02,Riyadh Second Health Cluster,788050093,Expediting - NUPCO Care
NHC-NUP-533498,reopened,2024-01-17 14:58,Riyadh Second Health Cluster,780080600,Expediting - NUPCO Care
NHC-NUP-533496,reopened,2024-01-17 14:58,Riyadh Second Health Cluster,780080619,Expediting - NUPCO Care
NHC-NUP-533492,reopened,2024-01-17 14:55,Riyadh Second Health Cluster,780080623,Expediting - NUPCO Care
NHC-NUP-533491,reopened,2024-01-17 14:53,Jeddah First Health Cluster,129990015,Expediting - NUPCO Care
NHC-NUP-533488,opened,2024-01-17 14:51,Riyadh Second Health Cluster,139000017,Expediting - NUPCO Care
NHC-NUP-533483,opened,2024-01-17 14:38,Riyadh Second Health Cluster,133060461,Expediting - NUPCO Care
NHC-NUP-533482,reopened,2024-01-17 14:36,Riyadh Second Health Cluster,786020198,Expediting - NUPCO Care
NHC-NUP-533480,reopened,2024-01-17 14:35,Riyadh Second Health Cluster,131006179,Expediting - NUPCO Care
NHC-NUP-533479,opened,2024-01-17 14:29,KSMC,135230164,Expediting - NUPCO Care
NHC-NUP-533463,reopened,2024-01-17 14:17,Eastern Health Cluster,137200337,Expediting - NUPCO Care
NHC-NUP-533462,reopened,2024-01-17 14:16,Tabuk Health Cluster,542014130,Out of stock
NHC-NUP-533456,reopened,2024-01-17 14:07,Tabuk Health Cluster,542014299,Out of stock
NHC-NUP-533438,opened,2024-01-17 14:02,Riyadh Second Health Cluster,788020487,Expediting - NUPCO Care
NHC-NUP-533429,reopened,2024-01-17 13:56,Riyadh Second Health Cluster,129200115,Expediting - NUPCO Care
NHC-NUP-533423,opened,2024-01-17 13:51,KSMC,139000417,Expediting - NUPCO Care
NHC-NUP-533421,reopened,2024-01-17 13:48,Tabuk Health Cluster,785010090,Out of stock
NHC-NUP-533419,reopened,2024-01-17 13:47,Riyadh Second Health Cluster,788010011,Expediting - NUPCO Care
NHC-NUP-533416,opened,2024-01-17 13:44,Riyadh Second Health Cluster,780220104,Expediting - NUPCO Care
NHC-NUP-533409,reopened,2024-01-17 13:41,Riyadh Second Health Cluster,788060606,Expediting - NUPCO Care
NHC-NUP-533408,opened,2024-01-17 13:40,Riyadh Second Health Cluster,135230181,Expediting - NUPCO Care
NHC-NUP-533406,reopened,2024-01-17 13:40,Riyadh Second Health Cluster,785020902,Expediting - NUPCO Care
NHC-NUP-533398,reopened,2024-01-17 13:34,Baha Health Affairs,132270052,Supplying delay
NHC-NUP-533380,reopened,2024-01-17 13:26,Riyadh Second Health Cluster,133200371,Expediting - NUPCO Care
NHC-NUP-533377,opened,2024-01-17 13:25,Riyadh Second Health Cluster,545021352,Expediting - NUPCO Care
NHC-NUP-533373,opened,2024-01-17 13:24,Riyadh Second Health Cluster,139000337,Expediting - NUPCO Care
NHC-NUP-533361,opened,2024-01-17 13:20,Riyadh Second Health Cluster,133060518,Expediting - NUPCO Care
NHC-NUP-533357,reopened,2024-01-17 13:19,Riyadh Second Health Cluster,780120036,Expediting - NUPCO Care
NHC-NUP-533345,opened,2024-01-17 13:13,Riyadh Second Health Cluster,137200407,Expediting - NUPCO Care
NHC-NUP-533344,reopened,2024-01-17 13:12,Riyadh Second Health Cluster,785020020,Expediting - NUPCO Care
NHC-NUP-533337,reopened,2024-01-17 13:03,KSMC,191000777,Expediting - NUPCO Care
NHC-NUP-533331,opened,2024-01-17 12:58,Tabuk Health Cluster,786050058,Out of stock
NHC-NUP-533330,reopened,2024-01-17 12:57,Riyadh Second Health Cluster,540012349,Expediting - NUPCO Care
NHC-NUP-533328,opened,2024-01-17 12:55,Riyadh Second Health Cluster,550013015,Expediting - NUPCO Care
NHC-NUP-533326,reopened,2024-01-17 12:51,Baha Health Affairs,990033065,Supplying delay
NHC-NUP-533324,opened,2024-01-17 12:50,Riyadh Second Health Cluster,780100108,Expediting - NUPCO Care
NHC-NUP-533321,opened,2024-01-17 12:49,Riyadh Second Health Cluster,780100107,Expediting - NUPCO Care
NHC-NUP-533320,reopened,2024-01-17 12:49,Riyadh Second Health Cluster,780120037,Expediting - NUPCO Care
NHC-NUP-533319,opened,2024-01-17 12:48,Riyadh Second Health Cluster,780100106,Expediting - NUPCO Care
NHC-NUP-533317,reopened,2024-01-17 12:47,Riyadh Second Health Cluster,788050096,Expediting - NUPCO Care
NHC-NUP-533315,reopened,2024-01-17 12:46,Baha Health Affairs,130990005,Supplying delay
NHC-NUP-533298,opened,2024-01-17 12:39,Riyadh Second Health Cluster,551142652,Expediting - NUPCO Care
NHC-NUP-533292,reopened,2024-01-17 12:37,Riyadh Second Health Cluster,780240244,Expediting - NUPCO Care
NHC-NUP-533284,opened,2024-01-17 12:35,Baha Health Affairs,137390020,Supplying delay
NHC-NUP-533271,opened,2024-01-17 12:28,Riyadh Second Health Cluster,780171526,Expediting - NUPCO Care
NHC-NUP-533270,reopened,2024-01-17 12:27,Riyadh Second Health Cluster,547061618,Expediting - NUPCO Care
NHC-NUP-533263,reopened,2024-01-17 12:21,Riyadh Second Health Cluster,786010000,Expediting - NUPCO Care
NHC-NUP-533259,reopened,2024-01-17 12:19,KSMC,191001120,Expediting - NUPCO Care
NHC-NUP-533258,opened,2024-01-17 12:19,Riyadh Second Health Cluster,135280412,Expediting - NUPCO Care
NHC-NUP-533257,reopened,2024-01-17 12:17,Riyadh Second Health Cluster,785020900,Expediting - NUPCO Care
NHC-NUP-533238,reopened,2024-01-17 11:48,Qunfotha Health Affairs,546031238,Expediting - NUPCO Care
NHC-NUP-533232,opened,2024-01-17 11:40,Qunfotha Health Affairs,550063730,Expediting - NUPCO Care
NHC-NUP-533229,reopened,2024-01-17 11:35,Qunfotha Health Affairs,540044660,Expediting - NUPCO Care
NHC-NUP-533228,reopened,2024-01-17 11:34,Qunfotha Health Affairs,540031565,Expediting - NUPCO Care
NHC-NUP-533222,reopened,2024-01-17 11:25,Riyadh Second Health Cluster,551081500,Expediting - NUPCO Care
NHC-NUP-533218,reopened,2024-01-17 11:16,Qunfotha Health Affairs,780240257,Expediting - NUPCO Care
NHC-NUP-533211,reopened,2024-01-17 11:13,Riyadh Second Health Cluster,780120035,Expediting - NUPCO Care
NHC-NUP-533207,reopened,2024-01-17 11:11,Qunfotha Health Affairs,544094622,Expediting - NUPCO Care
NHC-NUP-533195,reopened,2024-01-17 10:44,Riyadh Second Health Cluster,547034252,Expediting - NUPCO Care
NHC-NUP-533187,reopened,2024-01-17 10:36,Al Ahsa Health Cluster,548024451,Expediting - NUPCO Care
NHC-NUP-533182,opened,2024-01-17 10:33,Riyadh Second Health Cluster,545031401,Expediting - NUPCO Care
NHC-NUP-533173,reopened,2024-01-17 10:18,Riyadh Second Health Cluster,780020043,Expediting - NUPCO Care
NHC-NUP-533171,reopened,2024-01-17 10:16,Al Ahsa Health Cluster,550013412,Expediting - NUPCO Care
NHC-NUP-533165,opened,2024-01-17 10:11,Riyadh Second Health Cluster,189110126,Expediting - NUPCO Care
NHC-NUP-533157,opened,2024-01-17 10:04,Al Ahsa Health Cluster,551151852,Expediting - NUPCO Care
NHC-NUP-533149,opened,2024-01-17 09:59,Al Ahsa Health Cluster,990035310,Expediting - NUPCO Care
NHC-NUP-533146,reopened,2024-01-17 09:55,Riyadh Second Health Cluster,546061434,Expediting - NUPCO Care
NHC-NUP-533140,opened,2024-01-17 09:51,Baha Health Affairs,547081813,Out of stock
NHC-NUP-533134,opened,2024-01-17 09:47,Riyadh Second Health Cluster,785060615,Expediting - NUPCO Care
NHC-NUP-533130,reopened,2024-01-17 09:42,Riyadh Second Health Cluster,785010012,Expediting - NUPCO Care
NHC-NUP-533126,reopened,2024-01-17 09:32,Riyadh Second Health Cluster,788010006,Expediting - NUPCO Care
NHC-NUP-533110,reopened,2024-01-17 09:08,Madinah Health Cluster,545031379,Expediting - NUPCO Care
NHC-NUP-533095,opened,2024-01-17 09:03,Madinah Health Cluster,541061501,Expediting - NUPCO Care
NHC-NUP-533092,reopened,2024-01-17 09:03,Jazan Health Affairs,128081268,Expediting - NUPCO Care
NHC-NUP-533089,reopened,2024-01-17 09:02,Madinah Health Cluster,545031401,Expediting - NUPCO Care
NHC-NUP-533085,reopened,2024-01-17 09:01,Madinah Health Cluster,550013160,Expediting - NUPCO Care
NHC-NUP-533082,reopened,2024-01-17 09:00,Madinah Health Cluster,544094622,Expediting - NUPCO Care
NHC-NUP-533077,opened,2024-01-17 08:58,Baha Health Affairs,552011120,Supplying delay
NHC-NUP-533075,reopened,2024-01-17 08:58,Madinah Health Cluster,541011010,Expediting - NUPCO Care
NHC-NUP-533070,reopened,2024-01-17 08:56,Madinah Health Cluster,541014061,Expediting - NUPCO Care
NHC-NUP-533067,reopened,2024-01-17 08:55,Madinah Health Cluster,545034510,Expediting - NUPCO Care
NHC-NUP-533065,opened,2024-01-17 08:55,Madinah Health Cluster,540051775,Expediting - NUPCO Care
NHC-NUP-533063,opened,2024-01-17 08:54,Baha Health Affairs,550073910,Supplying delay
NHC-NUP-533055,reopened,2024-01-17 08:52,Madinah Health Cluster,995801115,Expediting - NUPCO Care
NHC-NUP-533053,opened,2024-01-17 08:50,Madinah Health Cluster,551124600,Expediting - NUPCO Care
NHC-NUP-533050,reopened,2024-01-17 08:49,Madinah Health Cluster,550014330,Expediting - NUPCO Care
NHC-NUP-533049,opened,2024-01-17 08:49,Baha Health Affairs,544064360,Supplying delay
NHC-NUP-533045,reopened,2024-01-17 08:48,Madinah Health Cluster,550063685,Expediting - NUPCO Care
NHC-NUP-533031,reopened,2024-01-17 08:43,Madinah Health Cluster,550063708,Expediting - NUPCO Care
NHC-NUP-533028,opened,2024-01-17 08:41,Madinah Health Cluster,545021054,Expediting - NUPCO Care
NHC-NUP-533012,reopened,2024-01-17 08:34,Madinah Health Cluster,545031430,Expediting - NUPCO Care
NHC-NUP-533007,reopened,2024-01-17 08:17,Al Ahsa Health Cluster,547015199,Expediting - NUPCO Care
NHC-MOH-532991,reopened,2024-01-17 00:52,Asir Health Affairs,545021310,Out of stock
NHC-NUP-532976,reopened,2024-01-16 16:38,Riyadh Second Health Cluster,137200311,Expediting - NUPCO Care
NHC-NUP-532975,opened,2024-01-16 16:37,Riyadh Second Health Cluster,545051814,Expediting - NUPCO Care
NHC-NUP-532969,reopened,2024-01-16 16:32,Riyadh Second Health Cluster,137200310,Expediting - NUPCO Care
NHC-NUP-532968,reopened,2024-01-16 16:32,Riyadh Second Health Cluster,545031402,Expediting - NUPCO Care
NHC-NUP-532967,opened,2024-01-16 16:31,Riyadh Second Health Cluster,545031435,Expediting - NUPCO Care
NHC-NUP-532964,reopened,2024-01-16 16:27,Riyadh Second Health Cluster,782020009,Expediting - NUPCO Care
NHC-NUP-532963,reopened,2024-01-16 16:26,Riyadh Second Health Cluster,780181704,Expediting - NUPCO Care
NHC-NUP-532956,reopened,2024-01-16 15:55,Riyadh Second Health Cluster,788770026,Expediting - NUPCO Care
NHC-NUP-532955,reopened,2024-01-16 15:53,Riyadh Second Health Cluster,137200338,Expediting - NUPCO Care
NHC-NUP-532949,reopened,2024-01-16 15:45,Riyadh Second Health Cluster,785010088,Expediting - NUPCO Care
NHC-NUP-532935,reopened,2024-01-16 15:13,Riyadh Second Health Cluster,547071710,Expediting - NUPCO Care
NHC-NUP-532921,opened,2024-01-16 14:51,Riyadh Second Health Cluster,129990014,Expediting - NUPCO Care
NHC-NUP-532920,opened,2024-01-16 14:51,KSMC,126670705,Expediting - NUPCO Care
NHC-NUP-532917,reopened,2024-01-16 14:50,Riyadh Second Health Cluster,545031379,Expediting - NUPCO Care
NHC-NUP-532907,reopened,2024-01-16 14:47,Riyadh Second Health Cluster,137990213,Expediting - NUPCO Care
NHC-NUP-532876,reopened,2024-01-16 14:26,KSMC,546031238,Expediting - NUPCO Care
NHC-NUP-532874,reopened,2024-01-16 14:22,Al Ahsa Health Cluster,133060372,Active Contracts
NHC-NUP-532865,opened,2024-01-16 14:03,Al Ahsa Health Cluster,545031627,Expediting - NUPCO Care
NHC-NUP-532864,opened,2024-01-16 14:02,KSMC,131001320,Expediting - NUPCO Care
NHC-NUP-532862,opened,2024-01-16 13:50,KSMC,131004293,Expediting - NUPCO Care
NHC-NUP-532859,opened,2024-01-16 13:43,KSMC,131004750,Expediting - NUPCO Care
NHC-NUP-532857,reopened,2024-01-16 13:38,Al Ahsa Health Cluster,545031430,Expediting - NUPCO Care
NHC-NUP-532855,opened,2024-01-16 13:35,KSMC,131013638,Expediting - NUPCO Care
NHC-NUP-532848,reopened,2024-01-16 13:19,Makkah Health Cluster,129200218,Expediting - NUPCO Care
NHC-NUP-532842,opened,2024-01-16 13:12,KSMC,131013684,Expediting - NUPCO Care
NHC-NUP-532832,opened,2024-01-16 12:56,KSMC,133060833,Expediting - NUPCO Care
NHC-NUP-532809,opened,2024-01-16 12:36,Baha Health Affairs,540011324,Supplying delay
NHC-NUP-532797,reopened,2024-01-16 12:06,Madinah Health Cluster,545021010,Expediting - NUPCO Care
NHC-NUP-532787,reopened,2024-01-16 12:00,Madinah Health Cluster,550013457,Expediting - NUPCO Care
NHC-MOH-532778,reopened,2024-01-16 11:54,Al-Jouf Health Affairs,541034277,Expediting - NUPCO Care
NHC-NUP-532767,reopened,2024-01-16 11:32,Baha Health Affairs,550063728,Supplying delay
NHC-NUP-532764,opened,2024-01-16 11:23,Baha Health Affairs,540012210,Supplying delay
NHC-NUP-532656,reopened,2024-01-16 11:18,Eastern Health Cluster,785060618,Expediting - NUPCO Care
NHC-NUP-532607,reopened,2024-01-16 11:16,Baha Health Affairs,549066474,Supplying delay
NHC-NUP-532575,reopened,2024-01-16 11:04,Eastern Health Cluster,788770036,Expediting - NUPCO Care
NHC-NUP-532491,reopened,2024-01-16 10:59,Eastern Health Cluster,788770021,Expediting - NUPCO Care
NHC-NUP-532484,reopened,2024-01-16 10:46,Makkah Health Cluster,788050105,Expediting - NUPCO Care
NHC-NUP-532483,opened,2024-01-16 10:46,Al Ahsa Health Cluster,547071710,Active Contracts
NHC-NUP-532476,reopened,2024-01-16 10:41,Baha Health Affairs,550038560,Supplying delay
NHC-NUP-532472,opened,2024-01-16 10:38,Baha Health Affairs,550038540,Supplying delay
NHC-NUP-532471,reopened,2024-01-16 10:36,Makkah Health Cluster,782010650,Expediting - NUPCO Care
NHC-NUP-532470,reopened,2024-01-16 10:34,Baha Health Affairs,550014462,Supplying delay
NHC-NUP-532469,reopened,2024-01-16 10:33,Tabuk Health Cluster,783122461,Out of stock
NHC-NUP-532460,reopened,2024-01-16 10:23,Makkah Health Cluster,781020369,Expediting - NUPCO Care
NHC-NUP-532456,reopened,2024-01-16 10:18,Makkah Health Cluster,783130705,Expediting - NUPCO Care
NHC-NUP-532452,reopened,2024-01-16 10:09,Makkah Health Cluster,782010698,Expediting - NUPCO Care
NHC-NUP-532451,reopened,2024-01-16 10:08,Makkah Health Cluster,782010696,Expediting - NUPCO Care
NHC-NUP-532450,reopened,2024-01-16 10:07,Makkah Health Cluster,782010694,Expediting - NUPCO Care
NHC-NUP-532449,reopened,2024-01-16 10:06,Makkah Health Cluster,782010693,Expediting - NUPCO Care
NHC-NUP-532448,reopened,2024-01-16 10:04,Makkah Health Cluster,782010688,Expediting - NUPCO Care
NHC-NUP-532445,reopened,2024-01-16 10:02,Makkah Health Cluster,782010675,Expediting - NUPCO Care
NHC-NUP-532443,reopened,2024-01-16 10:01,Makkah Health Cluster,782010673,Expediting - NUPCO Care
NHC-NUP-532442,reopened,2024-01-16 09:59,Makkah Health Cluster,782010672,Expediting - NUPCO Care
NHC-NUP-532440,reopened,2024-01-16 09:56,Baha Health Affairs,548012285,Supplying delay
NHC-NUP-532439,reopened,2024-01-16 09:56,Makkah Health Cluster,782010670,Expediting - NUPCO Care
NHC-NUP-532437,opened,2024-01-16 09:52,Tabuk Health Cluster,783122439,Out of stock
NHC-NUP-532436,reopened,2024-01-16 09:50,Makkah Health Cluster,782010663,Expediting - NUPCO Care
NHC-NUP-532435,opened,2024-01-16 09:49,Tabuk Health Cluster,783122526,Out of stock
NHC-NUP-532433,reopened,2024-01-16 09:49,Makkah Health Cluster,782010656,Expediting - NUPCO Care
NHC-NUP-532432,reopened,2024-01-16 09:48,Makkah Health Cluster,782010654,Expediting - NUPCO Care
NHC-NUP-532430,opened,2024-01-16 09:47,Tabuk Health Cluster,783122501,Out of stock
NHC-NUP-532429,reopened,2024-01-16 09:46,Makkah Health Cluster,782010653,Expediting - NUPCO Care
NHC-NUP-532427,reopened,2024-01-16 09:44,Makkah Health Cluster,782010652,Expediting - NUPCO Care
NHC-NUP-532426,reopened,2024-01-16 09:43,Baha Health Affairs,545031523,Supplying delay
NHC-NUP-532423,opened,2024-01-16 09:39,Tabuk Health Cluster,783122403,Out of stock
NHC-NUP-532421,opened,2024-01-16 09:37,Tabuk Health Cluster,783122515,Out of stock
NHC-NUP-532419,reopened,2024-01-16 09:33,Tabuk Health Cluster,783122456,Out of stock
NHC-NUP-532418,reopened,2024-01-16 09:33,Baha Health Affairs,549021278,Supplying delay
NHC-NUP-532416,opened,2024-01-16 09:30,Tabuk Health Affairs,783122449,Out of stock
NHC-NUP-532413,opened,2024-01-16 09:25,Tabuk Health Cluster,783122281,Out of stock
NHC-NUP-532411,opened,2024-01-16 09:22,Tabuk Health Cluster,783122336,Out of stock
NHC-NUP-532410,reopened,2024-01-16 09:21,Baha Health Affairs,546041300,Supplying delay
NHC-NUP-532409,reopened,2024-01-16 09:18,Baha Health Affairs,546023120,Supplying delay
NHC-NUP-532408,opened,2024-01-16 09:18,Al Ahsa Health Cluster,128080272,Expediting - NUPCO Care
NHC-NUP-532407,reopened,2024-01-16 09:18,Tabuk Health Cluster,783122574,Out of stock
NHC-NUP-532406,reopened,2024-01-16 09:16,Baha Health Affairs,546021135,Supplying delay
NHC-NUP-532399,opened,2024-01-16 09:05,Baha Health Affairs,545051791,Supplying delay
NHC-NUP-532396,reopened,2024-01-16 09:00,Asir Health Affairs,788060597,Expediting - NUPCO Care
NHC-NUP-532394,reopened,2024-01-16 08:58,Baha Health Affairs,545021235,Supplying delay
NHC-NUP-532393,reopened,2024-01-16 08:54,Baha Health Affairs,545021200,Supplying delay
NHC-NUP-532392,opened,2024-01-16 08:52,Baha Health Affairs,544101718,Supplying delay
NHC-NUP-532391,reopened,2024-01-16 08:51,Asir Health Affairs,550013035,Expediting - NUPCO Care
NHC-NUP-532390,opened,2024-01-16 08:49,Baha Health Affairs,544101700,Supplying delay
NHC-NUP-531544,reopened,2024-01-15 15:03,Al Ahsa Health Cluster,133060449,Active Contracts
NHC-NUP-531541,reopened,2024-01-15 14:53,Baha Health Affairs,545051818,Not Supplying
NHC-NUP-531538,reopened,2024-01-15 14:51,Al Ahsa Health Cluster,550013035,Expediting - NUPCO Care
NHC-NUP-531537,reopened,2024-01-15 14:51,Baha Health Affairs,545051817,Not Supplying
NHC-NUP-531536,reopened,2024-01-15 14:49,Al Ahsa Health Cluster,135280432,Support - NUPCO Care
NHC-NUP-531526,opened,2024-01-15 14:35,Baha Health Affairs,545051789,Not Supplying
NHC-NUP-531522,opened,2024-01-15 14:28,Baha Health Affairs,545064870,Not Supplying
NHC-NUP-531521,opened,2024-01-15 14:25,Baha Health Affairs,545021352,Not Supplying
NHC-NUP-531518,opened,2024-01-15 14:24,KSMC,191003858,Expediting - NUPCO Care
NHC-NUP-531514,reopened,2024-01-15 14:09,Baha Health Affairs,545021071,Not Supplying
NHC-NUP-531510,reopened,2024-01-15 13:58,Baha Health Affairs,545021061,Not Supplying
NHC-NUP-531509,reopened,2024-01-15 13:56,KSMC,191010666,Expediting - NUPCO Care
NHC-NUP-531508,reopened,2024-01-15 13:54,Baha Health Affairs,545030451,Not Supplying
